id,givenname,surname,dob,gender,city,income,phone number
2,dominic,badman,06-08-1973,male,sydney,136181.750,02 7977 7344
6,mikhaili,hyakutake,12-01-1901,male,melbourne,61323.796,02 8921 9532
7,oliver,paciorek,10-02-1959,male,sydney,31750.893,04 4210 5949
10,erin,campbe|l,29-12-1983,,,331476.t99,08 2996 1435
11,joe,fogg,02-11-1927,male,melbourne,84879.883,04 6116 5906
13,anika,chou,29-01-1916,female,sydney,137791.520,07 3211 4441
17,daniel,neville,22-10-2008,female,sydney,72436.441,07 3546 8579
26,macey,morrison,19-08-1913,male,canberra,58771.240,03 2292 3285
28,jasmin,allzr,01-02-1921,femsle,br8sgane,51297.249,03 4699 0896
29,madiston,lodqe,17-12-1969,female,sdney,196048.751,02 3853 7516
30,kaitlyn,robeson,31-12-1937,maoe,sydney,105107.051,07 2226 8545
34,aidan,crook,03-06-1998,male,sydney,46602.152,03 0667 5657
36,mia,mccloskey,11-05-1913,female,brisbane,26671.042,02 8659 5173
39,megan,dixon,09-12-1928,female,brisbane,68654.533,02 9948 8122
40,tim,clar1<e,14-08-1903,male,stdney,71909.785,02 3534 5499
44,chloe,douvos,11-08-1915,female,melbourne,269505.176,02 0285 5660
46,ltily,dohse,12-03-1967,make,syndey,63164.701,02 1522 6095
52,krixteb,neville,,male,,110785.056,04 4537 2177
53,unanilse,peiiiper,22-08-1999,female,brsbjane,55345.466,04 2e01 1449
59,emiily,thorpe,02-02-1995,male,perth,259570.056,08 0166 1865
61,james,hoffman,22-02-2010,male,melbourne,54173.602,07 2714 9061
65,kslia,thredgild,14-05-1929,female,cabnberra,32367.524,02 9552 3837
67,tiahnee,george,04-08-2000,male,melbourne,103468.672,04 5777 1042
68,alexander,murton,25-12-1935,male,melbourne,41350.135,07 4299 8959
70,vanrssa,blacke,05-13-1945,female,sydney,102202.202,02 2074 0210
82,lachJan,haqck,27-03-1979,,canberra,50601.889,02 4463 3959
88,pascale,hersey,16-06-1945,male,sydney,50187.079,07 9598 7809
91,henry,sgroi,21-05-2008,female,sydney,61986.178,03 7677 8348
98,jemma,yr,09-03-1952,femalr,,,03 9231 6035
100,wilouam,udd,29-04-1969,maoe,,83634.315,04 0726 3846
1008,connor,dudley,13-06-1942,male,sydney,97436.375,03 1257 6743
1010,lara,dent,31-02-1902,female,brisbane,36281.970,04 2331 4122
1017,ahmish,blake,30-06-2908,male,sydnsy,155359.973,03 0409 5201
102,tegan,blowes,23-06-1963,male,perth,330807.249,08 2615 6544
1025,finley,lynema,30-02-1980,female,brisbane,74653.308,07 9442 2762
1029,james,grasse,12-09-1989,male,canberra,81983.053,07 1528 1954
1035,madison,grainger,27-09-1967,male,perth,206784.119,04 0401 2694
1037,bianca,clarke,08-04-1941,male,sydney,119290.666,02 8853 3124
1039,catherine,dritsas,05-09-1904,male,canberra,84532.527,03 9382 2629
104,ab1>wy,mayson,,male,sdynev,96981.368,08 3311 5266
1041,ruby,braithwaite,02-06-1967,male,perth,190169.726,07 4796 2436
1043,liam,dixon,14-03-1903,male,melbourne,54244.885,03 5411 8776
1046,bayley,low,12-07-1926,femalw,brisbane,26744.945,07 0505 2231
1049,belinda,dolan,27-08-1917,female,brisbane,53805.091,03 5054 5911
105,ibanca,knapian,,female,brjzbsned,45009.637,07 4208 9532
1057,jasper,rundle,20-03-1982,male,sydney,125655.703,03 7194 9833
1059,ethan,pascoe,04-06-1909,female,sydney,177108.823,03 6737 9766
1064,brydon,crook,23-12-1954,male,sydney,27907.404,02 0154 2808
1065,edvuard,vocklino,19-10-1917,male,pertb,159432.605,02 8994 4390
1066,abbry,clarcke,02-10-2001,make,melbourne,120958.828,03 9480 0624
1068,rachel,pascale,13-02-1998,male,melbourne,185610.593,07 1641 1004
1075,nicholas,neumann,29-03-1914,male,melbourne,147288.752,04 0303 3936
1082,william,gree17,28-07-2941,male,sydnev,79322.759,03 0738 0636
1089,connor,ezis,05-06-1954,female,canberra,58064.858,04 7693 3736
1098,william,galarneau,08-04-1965,male,sydney,79206.753,03 7344 6710
110,talena,dolan,13-12-1958,female,sydney,88751.595,03 7661 9165
1102,kristen,hre,17-09-1033,male,mrlboyke,126436.298,07 2223 5944
1104,jairus,clarke,12-05-1913,female,sydney,167377.253,04 6077 6960
1106,aikatdrina,harrington,31-22-1038,mal4,,140582.730,07 2633 7949
1107,bayley,herbert,,male,,58667.870,
1110,zebediah,secomb,25-10-1935,male,melbourne,133123.782,03 5909 8655
1115,tom,campbell,15-10-1904,male,perth,81677.220,08 7153 0244
1120,bobbje,rgeen,30-02-1916,female,sydn4yt,154040.063,07 9861 0551
1124,cameron,drou9ht,,mald,canberra,51382.864,08 6243 3638
1125,sarah,miles,21-03-1924,female,melbourne,107489.931,07 0349 5043
1132,bethant,scfclds,31-06-1939,mal3,melbourne,101216.731,
114,stephanie,kalrke,11-13-2962,malt,meblourne,131957.330,02 6216 0377
1144,georgja,maver,16-08-1965,female,sydeny,165354.549,
1150,samantha,blunden,01-01-1901,male,melbourne,72640.858,02 6723 8253
1151,eri17,weaver,02-02-2965,make,canberra,51625.565,08 2826 5190
1156,dan'lelle,maidiano5,23-08-1946,female,sydnwy,,04 8702 5837
1157,rubji,clarkue,16-08-2001,,,70292.927,08 0400 6123
1159,zac,finlay,08-12-1974,male,perth,116675.044,04 2757 3573
116,megan,boweabman,16-12-1960,female,,157029.655,04 9250 5078
1161,covpet,dunstbo,06-08-1929,fem2kr,melbourne,445660.741,07 7594 5363
1164,isabella,noble,03-06-1990,male,canberra,84912.083,07 8057 5867
1165,zes5ica,mildren,06-11-1983,,5ydney,40359.826,
1166,caleb,gronow,05-09-1999,female,sydney,80454.195,08 6309 5995
1169,lioy,mcgregor,11-11-2957,femaoe,sydney,144351.457,08 8697 9046
1171,isabelle,pridgland,30-02-1994,,shdney,63524.217,04 5318 6471
1174,monic,beahrv,24-03-1999,maoe,canberra,57996.168,03 3844 4009
1176,elisa,dorsey,19-06-1925,,,242273.555,02 8692 0891
1179,lucy,webb,19-05-1989,maoe,,105625.464,03 1420 4707
1183,georgia,matthewj,08-05-1998,female,syfney,153090.422,07 8220 7300
1185,fergus,brain,27-09-1949,male,melbourne,120446.929,04 7370 5805
1186,tomasco,shepheed,03-01-1975,female,syd17ey,127102.304,07 9162 9774
1189,gartb,hope,02-07-1981,make,caml>erra,56444.337,08 2229 3594
119,amber,howie,01-09-1956,male,sydney,106734.159,07 2697 0619
1194,annabelle,mcclelland,23-05-1946,female,melbourne,356373.633,04 5150 8754
1199,thomas,white,06-09-1979,female,sydney,160829.521,03 7277 2864
1204,lyam,manson,10-12-3011,,,135548.929,02 3234 1563
1205,ruby,hem,06-06-2012,male,sydney,42855.782,02 5322 0015
1206,kirra,mason,08-05-1993,male,sydney,113519.851,03 4196 2140
1217,paige,morrison,11-01-1902,male,melbourne,135264.838,03 5044 5393
1218,jack,lai17g,19-06-1927,mal4,melboutne,117312.166,07 5850 6914
122,jonah,paterson,12-08-1968,male,sydney,170357.163,03 3878 9434
1221,kiara,plesa,,male,pertvh,414299.893,08 4921 4723
1227,ebony,sokic,28-10-1905,male,perth,28019.494,08 2581 7713
1230,nichols,nguyen,24-02-1929,mal4,melbourne,94761.927,08 5149 8569
1233,sarsha,jeschke,11-06-1998,male,sydney,138501.153,02 9155 2529
1238,erin,co|eman,07-11-1924,female,brjsbane,32919.094,04 4072 3751
1240,rachel,reece,31-07-2001,male,perth,99869.592,02 1155 2767
1241,emgan,weave4,17-11-2010,male,canberra,89505.471,03 0848 2521
1243,thomas,tona|dson,,male,pertg,489220.287,08 6963 1944
1244,matthew,wehr,29-12-1933,male,sydney,36997.252,07 5113 8364
1245,lewis,thurlow,10-11-1934,female,brisbane,31345.383,07 2934 8459
1246,tiana,paine,09-08-1941,female,sydney,159932.087,02 0787 6460
1248,abnabel,kilby,15-12-1990,male,,11272t.837,04 9346 0218
1250,william,kelley,09-06-1953,male,perth,401034.347,07 5166 0743
1251,chloe,klarke,16-09-2993,female,bnsbane,63052.368,07 1651 3250
1252,riley,maczkowiack,30-10-1972,female,canberra,35549.917,02 3549 7594
1254,lachlan,matthews,29-04-1939,female,canberra,49402.078,03 5366 8554
1256,cooper,jakab,16-06-1913,female,sydney,113676.365,02 8552 9979
1257,luke,reex,31-07-1905,make,,113278.706,04 0572 5044
1258,searah,eyles,24-02-2993,femsle,,38921.948,02 4595 2403
1260,sh0na,zbiersl'l,13-05-1977,make,perth,42597.124,07 5141 8912
1262,bailey,hendriksen,27-07-2000,mal3,,83153.583,04 7365 3926
1270,adele,noble,22-01-1989,male,canberra,67245.205,08 2307 7443
1275,cooper,hiscox,28-03-1903,female,sydney,198469.747,07 3033 1591
1276,sara,dhorpr,22-05-1944,male,,196834.297,02 9t11 1457
1277,ella,bishop,06-10-1999,female,sydney,110321.914,03 1762 8861
1286,jamilla,syeferd,09-09-1901,,sydm3y,70552.911,07 6u25 6601
1290,tommy,pidcocck,08-03-1956,female,sdyney,167022.157,03 9916 5504
1291,ethan,gaden,05-04-1996,female,melbourne,119275.650,08 1007 6755
1297,georgia,dunnicliff,02-01-1959,male,sydney,97522.198,08 5720 7012
1301,ky|e,mkkerlie,16-12-1989,male,sydbey,78786.851,08 0561 2475
1304,zac,reid,29-06-1911,male,perth,206883.491,02 4806 5240
1306,ruby,geue,22-12-1969,female,brisbane,52182.510,04 9664 8430
1309,connor,bloomfield,29-10-1923,male,perth,295367.371,02 1201 8283
131,thpmas,fullgra1>e,24-08-1929,male,melborvne,96138.179,04 9766 3657
1310,esme,herbert,11-01-1961,female,melbourne,1349646.678,08 1284 3287
1314,ebony,maier,01-09-1987,male,sydney,70379.158,07 0093 1471
1317,sebastian,psorakis,24-07-1973,male,canberra,71170.952,08 2511 1890
1319,sessica,mcneill,12-05-1980,femaoe,me|bourne,1208363.892,04 3904 4297
132,renee,age,11-03-1934,,sydnev,85962.863,
1320,jess,rumbal,16-01-2995,mql3,,177053.967,03 6788 4450
1323,wade,castelluzzo,26-11-1906,male,canberra,78966.034,07 3250 3329
1325,caleb,carberry,04-11-1950,male,perth,317145.870,04 2970 4628
133,levj,wilkims,07-01-1957,male,ysdriey,109270.666,07 6098 5860
1333,jorflma,dkimn,26-12-1905,male,sydnev,88910.165,08 3175 7879
1335,sienna,purdey,26-07-1918,female,sydney,193497.410,08 8040 0955
1338,troy,tuckwell,24-03-1994,male,perth,130607.897,07 9426 0946
1340,cameron,hazell,,femsle,brisvsne,72965.q13,03 2992 5654
1342,gabrielle,campbell,25-08-1913,male,perth,93023.688,08 1781 2595
1344,sbane,koutlakis,23-01-1964,,melbouren,67498.911,04 0073 5943
1345,iummeah,ckutterbuck,18-05-1935,female,canb4rra,31926.629,04 7813 2571
1349,stephanie,jessup,25-01-2004,male,sydney,72044.286,07 5986 2527
1353,katelyn,matthets,23-07-1977,,melbourne,118010.996,07 9265 9238
1358,chses,bevia,24-06-1924,male,sydbsy,70994.852,07 8887 4425
1359,chloe,longhurst,13-05-1953,female,melbourne,1387111.531,02 7623 5968
