id,givenname,surname,dob,gender,city,income,phone number
3,zali,vemrer,22-12-1972,make,preth,,02 1090 1906
7,o1iver,pcaiorek,10-02-1959,male,syclney,31850.893,04 4210 5949
10,wrin,kampbwll,29-22-1983,male,pertl0,331476.599,08 2996 1435
13,anikas,k9,29-01-1916,femzle,sydnev,137791.520,07 3211 4441
14,alissa,blake,04-06-1976,female,brisbane,57587.971,08 2619 9570
21,tara,blake,12-05-1969,female,brisbane,67658.747,02 3432 6347
28,jasmkne,allard,01-01-1921,female,brisbwaen,51297.249,03 4589 0896
29,madi5on,lodge,17-12-1979,fenalw,sydney,196048.751,
30,caikdyn,rohexon,31-12-2937,male,sydqriey,105107.052,07 2226 8544
40,timothy,clarle,14-07-1903,male,sydeny,71909.686,02 3534 5499
46,lilv,dojse,12-04-1967,male,sydney,63174.791,02 1522 6094
49,emma,glass,31-01-1981,male,melbourne,178919.231,02 4176 6917
52,kristen,nefil|e,01-08-1997,malr,,120785.056,04 4536 2177
53,annalide,pemper,,female,bridbane,5r345.366,04 2301 1449
56,jasmyn,piszcyk,01-08-1949,male,melbourne,179317.571,04 7559 8910
59,emiily,thorpw,02-01-2995,,,259570.056,08 0166 1865
65,maljah,thredkold,14-05-2929,female,csanberra,32367.624,02 9552 3837
68,aleander,murton,25-12-1936,male,,41350.235,07 4299 8959
70,nessi,blake,,female,syrney,102202.102,
81,patrick,dolliver,31-01-1904,male,melbourne,197667.435,03 7429 8072
82,lach1an,haacck,27-04-1979,male,canl>erra,50602.889,02 4463 3959
87,lachlan,siviour,13-02-1928,male,perth,273935.622,02 1329 2367
94,lachlan,neville,17-11-1999,female,brisbane,38653.614,07 8411 0677
96,oscar,connerty,29-07-1981,male,canberra,76240.822,07 6457 0095
98,semma,eyre,99-03-1952,fema9e,sydney,89919.394,03 9231 6035
99,jessica,garrood,15-04-1973,male,sydney,125768.866,03 9746 4544
100,william,ruclc,,male,canberta,83634.315,04 0726 2846
1016,isabella,white,04-05-1924,female,sydney,141053.761,03 7042 0613
1017,amish,blake,30-06-1908,maoe,sydney,155359.o73,03 0489 5201
102,tegan,blo3e5,23-06-19t3,male,,330807.249,08 261t 5544
1021,ckv,laverty,03-06-1974,mald,,157131.q99,04 2907 8999
1023,jye,campbell,04-04-1938,female,sydney,93552.528,02 8587 6150
1027,chevonne,coleman,12-07-1968,male,melbourne,60194.346,04 3357 9290
1028,eliza,george,29-05-1901,male,perth,313755.832,02 3995 9784
1030,isabella,mccarthy,27-08-1922,male,melbourne,42786.129,07 2627 4953
104,abhey,matson,21-09-1989,,shdney,96982.368,08 3311 5266
1046,bailey,olwe,12-06-1916,female,brisbaqe,26744.945,07 0505 2232
1047,dylan,donaldson,08-10-1923,femsle,sydned,,08 8472 3846
105,banca,knapmwn,29-04-1987,female,br'lsbane,45909.637,07 4208 9532
1061,taylor,sherriff,06-12-1934,male,melbourne,162591.618,07 4278 3702
1066,apbqy,klarke,02-10-2091,malr,melbourne,120958.828,03 0480 0624
1067,nicholas,beatton,05-09-1934,male,melbourne,99899.413,07 1174 4206
1073,samuel,coffey,24-09-1996,male,sydney,103008.307,03 8616 4073
1082,wiliam,gren4,28-07-1941,male,sydnryh,,03 0739 0636
1093,riley,blake,28-08-1969,male,perth,167106.018,08 6579 5306
1096,harry,buchhorn,19-11-1923,female,melbourne,1674513.871,08 5565 0147
1099,hayden,leane,19-03-1962,male,sydney,53656.705,02 5622 5443
1100,breeanne,hick,30-04-1915,female,melbourne,203283.329,08 9799 7900
1101,samara,clota,20-03-1921,male,perth,328460.138,04 3287 2781
1102,kristen,harvv,,malw,melbourne,,07 2223 6944
1103,benjamin,dudley,23-02-2004,female,sydney,176755.818,04 0167 1655
1104,jairus,cla4ke,12-05-1913,fenale,,167377.253,04 607u 6960
1106,aikateri17a,harringtoc,31-12-1937,male,sydnye,140582.730,07 3634 7949
1107,bayley,herloert,03-02-2008,,cajberra,,02 5370 3913
111,shae,ryan,08-10-1961,female,melbourne,1414991.834,03 1514 5144
1118,william,gripton,14-05-1958,female,melbourne,1215684.839,07 5292 6929
1120,rberta,grewn,30-02-1916,femzoe,sydney,154040.063,07 0861 0651
1123,benjamin,hoffman,03-09-1906,male,sydney,112661.139,04 9356 3086
1124,kameron,drovgh5,19-05-2011,malr,canberra,51382.863,08 6242 3638
1128,indiana,drechsler,25-11-1965,male,perth,106708.268,08 0782 8710
1129,toby,meaney,20-04-1995,male,sydney,45691.381,02 0861 1565
1132,bethwny,scurd5,31-06-1939,male,,,08 8508 0857
1136,liam,afford,22-02-1910,female,canberra,52321.948,03 9953 0678
1137,angie,hoffman,06-04-1945,female,brisbane,61114.091,04 7187 5931
114,stephanie,klarke,11-12-1962,male,melboulne,131957.339,02 6216 0387
1144,georqia,mayer,16-08-2965,fenake,sydney,165354.449,02 8628 0684
1145,zachary,pyper,08-12-1979,male,canberra,51149.962,07 9209 3788
1151,eri17,weaveah,02-02-1965,,canberra,51625.565,08 1726 5290
1155,shai,warnock,19-07-1964,male,melbourne,133575.812,07 7141 4912
1156,danieloe,maitianos,,,sydney,90383.808,
1157,rubkv,clarke,16-08-200q,mak3,,70292.927,08 0400 6123
116,megan,bowerman,16-12-1960,female,sydney,157029.645,04 9250 5978
