id,givenname,surname,dob,gender,city,income,phone number
3,zali,verner,22-12-1972,male,perth,50104.118,02 1090 1906
4,samuel,tremellen,21-12-1923,male,melbourne,159316.091,03 3605 9336
5,amy,lodge,16-01-1958,male,canberra,70170.456,07 8286 9372
7,oIji,pacioerk,10-02-1959,mal3,sydney,31750.893,04 4220 5949
10,erin,kampgell,29-12-1983,make,perth,331476.598,08 2996 1445
12,macormack,hamley,27-04-1944,female,sydney,71930.172,04 4967 2017
13,anika,chou,29-01-q916,femake,,137791.529,07 3211 4441
20,logan,ries,08-02-2010,male,sydney,113825.119,07 8936 5810
27,jack,gartlan,29-12-1977,female,canberra,62429.706,03 7332 2121
28,jasmine,allard,01-02-1921,female,brisbane,51297.249,03 4699 0896
29,madison,Jldge,17-22-1969,female,smdney,196048.951,02 4853 7516
30,caitlyn,robeson,31-12-1937,malr,,105197.052,
33,bianca,wilkey,29-07-1996,female,canberra,40347.759,08 2270 4010
40,timmy,clarke,14-08-1903,male,,71909.776,02 3534 54i9
42,william,thorpe,24-08-1903,female,sydney,157459.584,04 9959 4111
46,lliy,dohsw,12-03-1967,male,,63164.791,02 1522 6095
47,kieran,green,15-11-1951,female,sydney,86395.637,07 4055 4904
48,emiily,canavan,19-12-1959,male,melbourne,161521.155,04 4911 4815
50,georgia,nguyen,02-12-1998,female,brisbane,36553.625,02 0116 1822
52,kristetn,neville,01-98-1997,male,pwrth,120785.046,04 4537 2177
53,naneliese,pejmpwr,22-08-1999,fenale,bril>sa9e,55345.466,04 2301 1449
58,emma,lihou,06-07-1904,male,sydney,49143.383,03 2801 1975
59,emiily,tho4pe,02-02-2995,male,,259570.056,08 0167 1865
60,jack,white,20-01-1921,female,brisbane,50700.030,08 2156 1752
63,madison,wesley-smith,14-02-1915,female,sydney,193699.760,04 2005 9621
65,maliah,thrbed9old,14-05-1929,female,,32368.624,
68,alessandro,murtori,25-12-1935,male,melbotuen,41350.135,07 4299 9959
70,vanessa,blayke,05-12-1945,,sydney,102293.102,
77,liana,mccracken,23-07-2009,male,melbourne,42829.937,04 9697 0887
79,april,spratt,24-07-1939,male,sydney,66254.804,03 9152 2035
82,lachlsn,haack,27-04-1979,make,canberra,,02 4463 3069
85,natalie,webb,17-06-1906,male,melbourne,43363.305,02 1750 4746
93,luke,tollner,30-03-1971,male,sydney,103687.873,04 2213 2487
95,phoebe,modystach,15-04-1951,male,melbourne,85863.845,08 7080 9490
98,jemms,eyar,09-03-1952,femwle,sydney,89918.294,03 9231 6035
100,william,rudd,29-04-1969,male,canberra,83634.315,04 0726 3846
1004,talia,egan,30-09-1915,female,brisbane,52623.249,03 8073 0894
1005,sophie,waltke,17-03-1946,male,sydney,98966.801,07 9619 5769
1006,sian,campbell,16-11-1928,male,sydney,40264.298,02 6070 0021
101,sophie,leoni,10-08-1967,female,canberra,37978.793,04 9893 2640
1011,caleb,haggett,21-01-2009,female,canberra,46361.143,03 1782 3872
1014,claire,jessup,16-10-1918,male,perth,233884.269,03 1419 4457
1017,hamish,blaje,30-06-2908,male,syclney,,03 0499 5201
1021,ky,laverty,03-06-1974,male,melbourne,157131.299,04 2907 8999
1026,trinity,alcazvr,11-07-1972,male,,61527.652,08 1143 9635
103,hayley,bishop,27-02-1903,male,canberra,61187.772,03 3323 3059
1034,luke,noble,10-12-1962,female,sydney,86674.541,03 0498 0327
104,abbey,matston,21-09-2989,mal4,sydney,96981.368,08 2311 5266
1044,jordan,capurso,25-04-1969,male,perth,96360.966,04 2265 7693
1046,bayley,lo4,12-05-1926,fenwle,bnsbane,26744.945,07 0505 2232
1047,dylan,do17aodson,,fenale,sydnev,82357.275,08 8472 3847
1048,isabella,mazzone,17-11-1986,female,sydney,166556.552,02 1688 9340
105,bianca,knapman,29-04-1987,female,brisbane,45009.637,07 4208 9532
1052,david,tiede,15-06-1967,female,melbourne,1189387.215,03 8533 3103
1055,bianca,green,11-02-1914,female,brisbane,65971.916,02 0480 8696
1056,ayden,lavender,05-06-1949,male,melbourne,56030.397,02 2076 1017
106,annabel,blandis,09-02-1918,male,melbourne,46883.312,02 5236 9838
1062,connor,blackwell,09-07-1957,male,sydney,20868.199,03 4992 7715
1065,etward,vogli17o,19-19-1917,male,perth,169432.605,02 8993 4390
1066,abbey,clarke,02-10-2901,mald,melbovmw,120958.838,03 0480 0624
107,chloe,noble,28-02-2010,male,sydney,48804.699,07 6235 7381
1076,charlotte,carbone,02-09-2006,male,canberra,84146.276,08 7079 2879
1077,jaden,statton,21-01-1991,female,brisbane,61752.844,08 1998 2348
1081,olivia,varcoe,25-06-1993,female,sydney,174558.522,03 3144 4705
1082,william,green,28-97-1941,maor,sydjry,79322.759,03 0749 0636
1085,liam,dixon,01-01-1912,male,sydney,115431.240,02 4394 8045
109,liam,clarke,03-05-1950,male,sydney,90568.510,02 4112 1476
1090,joshua,averats,10-05-1920,male,sydney,104896.749,02 7617 0173
1095,kylee,dukic,13-03-1986,male,canberra,87108.748,08 9855 3630
1101,zamsra,klota,20-03-1921,male,pe4th,328460.139,04 3287 2781
1102,kisten,hare,17-09-1933,maoe,mveluorne,,07 2223 6944
1104,jai4us,claeke,12-05-1913,female,,167377.253,04 6076 6960
1106,aikaterina,harrington,31-13-1947,male,sydnev,140583.730,07 2633 8949
1107,bailev,hzerbert,,male,,58667.970,02 5370 3913
1112,brody,dudley,21-10-1947,male,sydney,42755.573,02 5033 0210
1113,alec,sakatunoff,25-02-1958,female,brisbane,46856.963,08 1245 3808
1120,roberta,green,30-02-1916,female,sydney,154040.063,07 0861 0551
1121,eleanor,brammy,03-03-1934,female,sydney,173328.176,07 2373 1390
1124,caiiirln,drougth,19-05-2011,male,,51382.864,
113,thomas,blackwell,15-05-1980,male,canberra,57987.220,02 5890 4192
1130,luke,truman,01-06-2005,male,perth,262648.904,07 4686 9147
1131,ethan,blyde,08-02-1992,female,brisbane,70920.601,02 9128 5805
1132,bethanv,sucdds,31-06-1949,male,melbourrie,101216.731,08 8508 0857
1133,kyle,rosa,06-07-1933,male,melbourne,53362.337,04 4451 2963
1134,james,green,28-12-1986,male,canberra,87930.555,08 4441 8323
114,stephanie,cmweke,,male,mesllootrne,131957.330,02 6226 0387
1144,georg'la,mayeb,16-08-1965,female,sydney,165354.649,02 8628 0674
1149,brianna,green,30-03-2006,male,sydney,106336.578,02 1194 5724
115,nicholas,capiro,26-02-1953,female,sydney,93338.090,08 6390 9270
1151,erin,weaver,02-02-1966,malr,acnberra,51625.565,08 2626 5190
1153,troy,ryan,21-08-1931,male,canberra,78468.210,03 8152 8224
1154,jacob,penberthy,10-10-1939,female,melbourne,1535962.573,04 2296 2923
1156,danielle,maitianos,23-08-1946,female,sydney,90383.808,04 8702 5837
1157,riby,clarke,16-08-2001,malr,canberra,,08 0400 5123
1158,harrison,ryan,14-07-1930,female,sydney,63837.945,02 9892 6692
116,megam,bowerman,16-12-1960,female,,157029.735,04 9250 4978
1160,teagan,madigan,16-11-1980,female,sydney,178488.742,04 6641 0781
1161,gco0per,dunstone,06-09-1929,femsle,,445660.741,
1165,jess,miodrgn,06-11-1983,,syclhey,40359.826,08 3709 8900
1170,laura,kostaras,31-09-2009,male,perth,88424.194,08 6181 8500
1171,isalolIe,riahgland,30-02-1994,make,sydnry,63514.217,04 5318 6471
1173,matthew,mason,14-03-1960,female,brisbane,41564.459,03 0463 0929
1174,monique,berrv,24-03-1989,make,canberra,,03 3854 4009
1176,eli5a,dosrey,19-06-1925,msle,perth,2422u3.455,02 8692 0891
1177,megan,mcgregor,04-02-1992,female,melbourne,742535.775,08 3753 0334
1179,lucy,welob,,male,sydned,105624.5t4,03 1420 4707
1180,harry,rundle,10-06-1918,male,melbourne,78202.704,07 0753 5372
1183,georgja,matthwws,08-05-1998,female,sydnev,153090.431,
1185,fergus,brain,27-09-1949,mald,,,04 7379 5805
1186,thomas,shepherd,03-01-1975,femake,sbycney,127202.304,07 9163 9764
1189,karth,hoe,02-07-1981,male,,56445.237,09 2229 3594
119,ame1>r,howi,01-09-1956,male,,106744.160,07 2697 0619
1195,joel,hazell,01-02-1965,male,melbourne,89575.546,03 8208 0992
1198,brooklyn,linnell,11-02-1901,female,sydney,116212.256,08 0853 6338
120,charl0tte,eptersen,25-10-1904,male,,59231.332,08 9940 7803
1202,lara,green,27-02-1939,female,canberra,44267.176,03 4629 3238
1206,kirra,majon,08-05-1093,male,,113519.851,03 4196 21e0
121,imogen,hyland,09-01-1944,female,melbourne,1284713.521,08 0977 3463
1211,vianca,webb,27-04-1940,male,perth,208729.869,04 7583 1429
1212,amy,paterson,31-03-1937,male,melbourne,153038.023,03 0415 5560
1218,sakk,lzing,19-06-1927,male,melbouyrne,117312.266,07 5850 6014
1221,kiara,plesa,17-01-1935,male,perth,413299.893,08 4921 4722
1223,zachary,reid,17-01-1955,female,brisbane,79631.005,03 8903 4901
1227,ebony,zokif,28-10-1995,,perth,,08 2581 7713
1228,william,psorakis,08-04-1933,male,sydney,51561.883,08 7132 5081
1229,ellouise,rees,12-10-1911,male,sydney,26494.345,07 8336 8006
1230,nichloa5,nguyen,24-02-1928,,melbourne,,08 5149 9569
1234,jessica,rushby,15-01-1922,male,perth,197295.449,02 8003 2459
1236,wilson,nguyen,27-11-1978,male,melbourne,138176.810,03 9382 2109
1238,erin,oclemna,,femal4,,32919.094,04 4071 3751
1241,megan,weafer,,male,acnebrra,89506.472,03 0849 2421
1243,thoma5,donaldson,13-04-1900,,perth,489229.187,08 6962 1944
1248,annapel,kilby,,male,sydnev,122726.837,04 9346 0228
1251,chloe,clarke,16-09-1992,fejale,brisane,63052.368,07 1652 4250
1257,lu1<e,re3s,31-07-1906,male,sydnye,113278.706,04 0571 5044
1258,saeab,eykez,,femzle,brisbane,38921.948,02 4595 2403
1260,sh0na,zbie4ski,13-06-1877,male,perth,,07 5141 8912
1262,paily,hendriksen,27-07-2000,mzle,canberrai,83164.583,04 7365 3826
1263,micah,green,03-10-1962,female,sydney,127543.473,02 0102 9354
1270,aedI,noble,22-01-1979,male,ca17berra,,08 2307 7443
1271,thomas,ryan,10-06-1940,female,canberra,50881.722,02 2088 9782
1274,noah,hewson,14-02-1972,female,sydney,97288.937,04 4495 3243
1276,sarah,thorpe,22-05-1944,male,melbourne,196834.297,02 9511 1457
1283,georgia,bishop,15-10-1928,male,canberra,62140.374,04 1336 5793
1286,samickla,shepherd,09-09-1901,,syd17ey,70542.911,07 6725 6601
1289,benjamin,campbell,09-09-1904,male,canberra,68871.051,07 2467 1214
1290,tommie,pitcock,08-03-2956,femalr,sydney,167022.157,03 8916 5504
1292,caitlin,clarke,17-11-2010,male,canberra,88507.147,04 1474 1436
1293,adele,browne,26-01-1983,male,perth,706094.537,08 6537 1452
1297,georg'la,dnnicliff,02-01-1959,male,sydnev,97522.198,08 5729 7012
1298,chelsea,shepherd,12-11-1924,female,brisbane,48208.061,03 9118 6489
1301,kyle,mckerlie,16-12-1979,male,sydney,78786.851,08 0561 2475
1308,luke,rankine,21-11-1991,male,melbourne,123433.902,03 2021 3260
1315,william,berry,13-09-1980,male,sydney,141977.054,03 8096 3548
1318,alexis,mercorella,29-09-1920,female,canberra,37940.645,04 8538 3047
1319,jettie,mcneill,,female,,1208363.782,04 3904 4297
132,remee,hgae,11-03-1034,male,sydney,85962.863,07 4155 0863
1320,jesss,rumloal,16-01-1995,,sydney,177054.967,03 6788 4450
1321,abby,ang,03-07-1957,female,sydney,169611.151,02 3846 1830
133,levk,wilkkjs,07-01-1957,msls,sydeny,109270.666,07 6098 4860
1332,jarred,fair,17-02-1970,male,sydney,152380.124,02 1524 5008
1333,jordqn,diekman,26-12-1905,malr,sydndy,88010.165,08 3185 7879
1334,bianca,nguyen,03-08-1918,male,sydney,103157.455,04 2552 7676
1336,anari,gibb,30-05-2005,male,perth,53015.753,07 6180 6403
1339,corey,egan,24-12-1980,female,melbourne,1035512.878,03 4728 1199
1340,cameron,hazell,27-02-1963,female,brisbane,72965.113,03 2992 5654
1343,lara,zaharogiannis,05-04-2012,female,sydney,110184.538,08 8028 4730
1344,shawn,koutlakisi,,male,melbournd,67498.911,04 0074 5043
1345,jummer,clutterbvck,,female,canberra,31926.629,04 7713 357q
1346,harry,scantlebury,01-02-1989,female,brisbane,66299.942,03 9609 3423
1350,holly,roche,21-03-2010,male,sydney,41861.431,03 6164 9025
1353,kately17,matthews,23-07-2978,male,,118010.996,07 0264 9238
1355,harrison,leane,13-11-1929,female,sydney,68164.860,07 4652 1930
1358,chase,bevis,24-06-2914,,sydney,,07 8887 4435
136,riley,bovl,2i-11-1913,female,melbojrne,669502.252,03 1952 9839
1364,archie,weidenhofer,01-03-1914,male,canberra,55292.228,04 5619 3395
1368,matthew,wiemann,02-02-1933,female,sydney,171699.190,04 0461 6931
1369,samuel,vorrasi,03-09-1904,female,sydney,183483.905,04 1433 8136
1370,katelin,ryan,15-01-1990,male,canberra,60428.647,08 3299 8791
1372,chr5itian,ebb,25-10-1954,male,mmlgourne,81669.189,02 4176 5947
1378,jacb0,schoebinger,10-04-1979,male,meiloburne,,
1379,ethan,reid,28-03-1992,male,canberra,60846.552,02 5000 4923
1388,robbie,riam,21-08-1944,mal4,sdykev,6722r.547,07 7684 9133
1389,michael,ballantyne,27-11-1945,female,brisbane,87681.219,02 8631 4015
139,baille,lavndi,12-05-1905,male,,176159.226,
1390,mitchel,akkermans,21-12-1947,femalr,,63064.666,02 2633 3610
1392,matelyn,everett,24-12-1917,,mle9urne,92264.609,03 5933 8319
1394,ellie,morrison,02-06-1967,male,sydney,70704.448,07 7295 5131
1396,sophie,artymowycz,08-06-2012,male,canberra,79109.557,04 6936 8617
1398,phoeni,reit,13-03-1924,female,stdriey,217077.492,02 7142 2158
1399,layxrzn,demns,18-06-1911,femzle,sydney,15769t.62e,02 0892 4860
1402,paige,white,31-02-1971,male,melbourne,37428.688,02 3368 6796
1417,isabella,broxam,24-03-1914,female,brisbane,57503.890,07 5332 4265
1418,konnor,mcnill,05-09-2902,male,,108473.824,02 6419 9472
1423,jack,huebner,11-02-1965,male,canberra,86633.367,08 2065 4581
1428,laura,rundle,15-06-1989,male,melbourne,111833.429,02 3593 4499
1431,april,seigneuah,03-08-1905,male,melboutne,189302.729,08 8074 0391
1432,harry,green,14-08-1994,female,brisbane,51538.164,02 8366 5842
1433,cameron,robison,06-04-1967,male,canberra,62469.917,08 9374 6583
1435,lilv,lomman,08-09-1918,femalw,brisbsne,58644.486,
1438,geogria,dreyer,31-10-1917,malr,pertht,153420.629,02 3976 5556
1441,adele,rotrnan,21-02-1976,female,melbuorne,,02 4392 9927
1443,zachary,kincaid,07-03-1979,female,sydney,152071.536,03 7454 8616
1448,riley,laverty,20-11-1924,male,melbourne,164751.720,07 1154 3357
1452,oskar,tschirpig,12-07-2005,male,meblourne,101649.737,
1453,lachlan,mac donell,14-06-1947,male,canberra,85851.888,03 9264 4028
1457,montana,kontogonis,20-06-1923,male,perth,114324.669,04 9699 4292
1459,matthew,dugec,15-01-1904,male,canberra,72958.610,04 8072 9334
146,jessica,coupard,17-08-1969,male,melbourne,82426.912,03 0148 0265
1460,liam,robson,04-06-1925,male,canberra,64845.956,03 9901 4757
1461,luke,au,23-03-1963,male,melbourne,135403.548,07 4769 0102
1462,jaden,berryman,28-09-1995,male,sydney,38641.446,04 5568 9338
1465,jcaob,whitr,09-08-1944,male,cambeera,59229.941,
1468,bily,clokw,21-06-1920,malr,,263474.078,08 4806 2278
1469,zara,paahr,,female,melboume,,08 7782 2145
147,heath,nowlan,26-01-1969,male,sydney,65305.634,02 5426 1033
1470,helena,apathyf,27-09-1965,femals,brisbane,,93 1773 5066
1474,samuel,chandler,16-10-1996,female,canberra,69715.521,08 2268 1884
1476,finlay,heidrich,23-02-1936,female,melbourne,796214.967,04 9786 0726
1480,cq,wheatley,16-10-1989,malw,meb0ujre,90588.317,04 8839 9322
1482,taylahn,bijho0c,30-10-1975,malr,perth,41602.839,03 7498 2591
1487,abbey,hartkop,08-07-1932,male,melbourne,161645.717,02 3268 0600
1489,jessica,blackwell,12-10-1963,male,canberra,67397.400,07 2362 5232
1490,jade,mcelhinney,18-06-1918,female,sydney,99408.590,07 2084 4851
1492,joshia,campbell,04-08-1931,female,,89485.826,
1495,zac,westbrook,19-01-1943,female,melbourne,1532852.678,07 4528 6127
1497,alana,mcelwee,12-01-1912,male,perth,298417.439,02 0756 0355
1504,bradley,role5,05-0o-1902,,canbe4ra,32862.895,07 3782 5050
